Overall Qual,Gr Liv Area,1st Flr SF,Total Bsmt SF,2nd Flr SF,BsmtFin SF 1,Full Bath,Lot Area,Garage Cars,Garage Area,Year Built,Year Remod/Add,Kitchen Qual,Lot Frontage,Bsmt Unf SF,Mas Vnr Area,Neighborhood,Garage Yr Blt,Screen Porch,Wood Deck SF,SalePrice
5,1838,734,732.0,1104,0.0,2,21930,2.0,372.0,2005,2005,4,60.0,732.0,0.0,8,2005.0,0,100,192140
6,1509,807,783.0,702,457.0,2,7861,2.0,393.0,2002,2003,2,68.0,326.0,0.0,8,2002.0,0,100,183200
8,1414,707,707.0,707,0.0,2,9056,2.0,403.0,2004,2004,2,74.0,707.0,0.0,8,2004.0,0,100,178000
7,1598,848,848.0,750,0.0,2,9171,2.0,433.0,2004,2005,2,59.0,848.0,0.0,8,2004.0,0,100,201490
8,1936,1454,1406.0,482,0.0,2,11194,2.0,504.0,2000,2000,2,106.0,1406.0,40.0,8,2000.0,0,188,230500
7,1509,807,783.0,702,0.0,2,7875,2.0,393.0,2003,2003,2,63.0,783.0,0.0,8,2003.0,0,0,180000
6,1664,953,953.0,711,0.0,2,8121,2.0,460.0,2000,2000,4,68.0,953.0,0.0,8,2000.0,0,100,172400
6,1889,1008,982.0,881,732.0,2,8658,2.0,431.0,2000,2000,4,68.0,250.0,0.0,8,2000.0,0,0,215000
7,1886,956,930.0,930,0.0,2,11214,2.0,431.0,1998,1999,2,68.0,930.0,0.0,8,1998.0,0,89,199900
6,1671,959,959.0,712,786.0,2,10852,2.0,472.0,2000,2000,4,58.0,173.0,0.0,8,2000.0,0,0,173000
7,2322,1082,1035.0,1240,0.0,3,12104,3.0,617.0,2006,2006,2,68.0,1035.0,0.0,8,2006.0,0,400,287602
7,2291,1005,975.0,1286,0.0,2,8738,2.0,429.0,1999,1999,2,66.0,975.0,302.0,8,1999.0,0,192,230000
8,2392,1407,1396.0,985,1074.0,2,9452,3.0,870.0,1997,1998,2,82.0,322.0,423.0,18,1997.0,0,0,348000
8,1976,1079,1044.0,897,791.0,2,9660,3.0,885.0,1998,1998,2,84.0,253.0,242.0,18,1998.0,0,210,286000
8,2234,1205,1160.0,1029,505.0,2,9545,3.0,768.0,2000,2000,2,83.0,655.0,322.0,18,2000.0,0,0,300000
10,3627,1831,1930.0,1796,1387.0,3,35760,3.0,807.0,1995,1996,2,118.0,543.0,1378.0,18,1995.0,0,361,625000
9,2855,1540,1540.0,1315,1182.0,2,9233,3.0,774.0,2000,2000,0,68.0,358.0,877.0,18,2000.0,0,247,405000
8,1924,1086,1086.0,838,956.0,2,12011,2.0,592.0,1998,1998,2,78.0,130.0,530.0,18,1998.0,374,208,280000
8,2263,1165,1141.0,1098,0.0,2,12090,2.0,420.0,1998,1998,2,93.0,1141.0,650.0,18,1998.0,0,144,258000
8,2726,1358,1342.0,1368,527.0,2,10019,3.0,725.0,1995,1995,2,83.0,815.0,397.0,18,1995.0,0,307,350000
9,3500,1933,1733.0,1567,292.0,3,17242,3.0,959.0,1993,1994,0,114.0,48.0,738.0,18,1993.0,210,870,584500
8,2494,1305,1290.0,1189,380.0,2,10236,3.0,803.0,1994,1995,2,68.0,742.0,501.0,18,1994.0,0,200,321000
8,2526,1203,1165.0,1323,740.0,2,10120,3.0,844.0,1994,1994,2,92.0,425.0,391.0,18,1994.0,0,309,290000
8,2799,1565,1286.0,1234,247.0,2,12585,3.0,704.0,1993,1993,2,68.0,0.0,420.0,18,1993.0,0,432,315000
8,1964,1116,1100.0,848,0.0,2,12447,2.0,760.0,2005,2006,2,75.0,1100.0,192.0,24,2005.0,0,200,252000
8,1670,1670,1670.0,0,1562.0,2,15218,3.0,928.0,2006,2006,2,49.0,108.0,0.0,24,2006.0,0,0,336820
8,2097,2097,2077.0,0,1721.0,1,20896,3.0,1134.0,2005,2006,0,49.0,356.0,0.0,24,2005.0,0,192,423000
8,1660,1660,1660.0,0,1220.0,2,10182,2.0,500.0,2006,2006,2,85.0,440.0,420.0,24,2006.0,0,322,290000
7,1616,1616,1616.0,0,0.0,2,8688,3.0,834.0,2005,2005,2,73.0,1616.0,228.0,24,2005.0,0,208,232000
8,1504,1504,1504.0,0,0.0,2,10936,2.0,510.0,2006,2006,2,85.0,1504.0,60.0,24,2006.0,0,144,199000
8,1278,1278,1278.0,0,24.0,2,8640,2.0,584.0,2006,2006,2,72.0,1254.0,0.0,24,2006.0,0,0,198600
9,2640,2036,2036.0,604,1836.0,3,13162,3.0,792.0,2006,2006,0,100.0,200.0,0.0,24,2006.0,0,0,405749
8,1489,1489,1489.0,0,0.0,2,11216,2.0,776.0,2006,2006,2,81.0,1489.0,0.0,24,2006.0,0,0,232600
8,1939,1095,1095.0,844,0.0,2,10728,3.0,1053.0,2006,2006,2,84.0,1095.0,0.0,24,2006.0,0,192,266000
7,1553,756,756.0,797,0.0,2,8125,2.0,615.0,2005,2006,2,65.0,756.0,0.0,24,2005.0,0,0,186500
6,1716,858,858.0,858,0.0,2,8125,2.0,615.0,2005,2005,2,65.0,858.0,0.0,24,2005.0,0,0,200825
7,1576,778,770.0,798,0.0,2,8125,2.0,614.0,2006,2006,2,65.0,770.0,0.0,24,2006.0,0,0,197000
6,1262,1262,1262.0,0,905.0,2,7200,2.0,572.0,2006,2006,2,60.0,357.0,68.0,24,2006.0,0,0,185000
7,1266,1266,1257.0,0,0.0,2,7500,2.0,453.0,2005,2005,2,62.0,1257.0,0.0,24,2005.0,0,38,176000
7,1301,1301,1293.0,0,0.0,2,7200,2.0,572.0,2006,2006,2,60.0,1293.0,0.0,24,2006.0,0,216,187750
6,1142,1142,1142.0,0,24.0,1,7733,0.0,0.0,2005,2005,2,74.0,1118.0,0.0,23,1979.0,0,4,139500
7,1400,1400,1400.0,0,0.0,2,11024,2.0,612.0,2005,2006,2,91.0,1400.0,118.0,23,2005.0,0,144,186800
6,1131,1131,1131.0,0,0.0,1,13072,0.0,0.0,2005,2006,2,63.0,1131.0,0.0,23,1979.0,0,0,132000
6,1141,1141,1141.0,0,0.0,1,13072,2.0,484.0,2005,2005,4,63.0,1141.0,0.0,23,2005.0,0,0,142500
6,1158,1158,1158.0,0,941.0,1,13072,2.0,576.0,2004,2004,2,63.0,217.0,0.0,23,2006.0,0,0,158000
7,1686,891,891.0,795,0.0,2,7800,2.0,462.0,2005,2005,2,65.0,891.0,172.0,23,2005.0,0,144,184000
7,1585,831,784.0,754,0.0,2,7632,2.0,449.0,2005,2005,2,74.0,784.0,96.0,23,2005.0,0,100,184900
6,1837,941,941.0,896,0.0,2,8304,2.0,688.0,1997,1998,4,70.0,941.0,0.0,23,1997.0,0,150,187000
6,1603,810,761.0,793,387.0,2,7153,2.0,484.0,1992,1992,2,65.0,374.0,0.0,23,1992.0,0,0,175900
6,1731,844,836.0,887,758.0,2,9370,2.0,462.0,1992,1993,2,70.0,78.0,0.0,23,1992.0,224,307,248500
6,1398,1398,1398.0,0,904.0,2,7175,2.0,542.0,1990,1991,2,50.0,494.0,0.0,23,1990.0,0,0,172000
6,1217,1217,1217.0,0,278.0,2,7175,2.0,484.0,1991,1991,2,50.0,939.0,0.0,23,1991.0,0,0,151000
6,1320,636,636.0,684,274.0,2,9019,2.0,472.0,1994,1994,2,68.0,362.0,0.0,23,1994.0,0,0,150000
4,1056,1056,1056.0,0,1056.0,1,8900,1.0,384.0,1966,1966,4,68.0,0.0,0.0,23,1966.0,0,0,107000
5,965,965,828.0,0,641.0,1,7800,1.0,300.0,1965,1965,4,60.0,187.0,0.0,23,1979.0,0,421,119900
5,988,988,988.0,0,36.0,1,9100,2.0,624.0,1962,1962,4,70.0,952.0,51.0,22,1977.0,0,0,129500
5,1728,1728,1728.0,0,1332.0,2,9100,2.0,504.0,1963,1963,4,70.0,396.0,336.0,22,1963.0,0,0,125000
6,1654,1286,0.0,368,0.0,2,8927,2.0,528.0,1977,1977,4,68.0,0.0,0.0,22,1977.0,0,0,119500
5,1211,1211,864.0,0,612.0,1,9240,2.0,576.0,1962,2002,4,68.0,252.0,0.0,22,1972.0,0,161,144000
6,1212,1212,506.0,0,506.0,1,8471,2.0,492.0,1977,1995,4,88.0,0.0,46.0,22,1978.0,0,292,151000
5,984,984,984.0,0,554.0,1,9308,1.0,310.0,1965,1965,4,68.0,430.0,0.0,22,1965.0,0,0,126000
5,909,909,882.0,0,162.0,1,8450,1.0,294.0,1968,1968,4,65.0,450.0,90.0,22,1968.0,0,0,116000
5,925,925,925.0,0,181.0,1,8638,2.0,484.0,1963,1963,4,68.0,744.0,0.0,22,1990.0,0,203,133500
5,1024,1024,1024.0,0,712.0,1,13052,1.0,308.0,1965,1965,4,68.0,312.0,0.0,22,1965.0,0,0,120875
5,935,935,935.0,0,560.0,1,13526,1.0,288.0,1965,1965,4,68.0,0.0,114.0,22,1965.0,0,180,137000
5,912,912,912.0,0,644.0,1,8020,0.0,0.0,1964,1964,4,68.0,268.0,0.0,22,1979.0,0,0,124000
5,1236,1236,912.0,0,465.0,1,6993,1.0,288.0,1961,1994,4,65.0,447.0,0.0,22,1961.0,0,0,135000
5,941,941,912.0,0,659.0,1,8789,1.0,288.0,1967,1967,4,68.0,253.0,0.0,22,1967.0,0,64,129200
7,2646,2151,1748.0,495,1023.0,2,14330,2.0,550.0,1974,1974,2,100.0,228.0,145.0,27,1974.0,0,641,260000
8,2417,1301,1288.0,1116,0.0,2,16059,2.0,462.0,1991,1992,2,121.0,1288.0,284.0,18,1991.0,0,127,260000
8,2826,1520,1334.0,1306,1118.0,2,11025,3.0,888.0,1992,1993,2,105.0,216.0,692.0,18,1992.0,0,177,334000
8,2520,1352,1338.0,1168,1012.0,2,14541,3.0,796.0,1993,1993,2,68.0,326.0,0.0,18,1993.0,0,209,310000
7,2295,1166,1095.0,1129,728.0,2,13346,2.0,590.0,1992,2000,2,68.0,367.0,0.0,18,1992.0,0,0,268000
8,1624,1624,1624.0,0,1456.0,2,12461,3.0,757.0,1994,1995,2,89.0,168.0,0.0,18,1994.0,0,0,262000
7,1143,1143,1143.0,0,0.0,1,3628,2.0,588.0,2004,2004,2,34.0,1143.0,0.0,24,2004.0,0,0,176400
8,1247,1247,1247.0,0,1039.0,1,3316,2.0,550.0,2005,2005,2,37.0,208.0,0.0,24,2005.0,0,0,197000
7,1200,520,600.0,600,0.0,2,3180,2.0,480.0,2005,2005,2,30.0,600.0,0.0,24,2005.0,0,0,151000
7,1223,520,600.0,623,0.0,2,2544,2.0,480.0,2005,2005,2,24.0,600.0,0.0,24,2005.0,0,0,147400
7,1223,520,600.0,623,0.0,2,2544,2.0,480.0,2005,2005,2,24.0,600.0,0.0,24,2005.0,0,0,149900
7,1200,520,600.0,600,0.0,2,3180,2.0,480.0,2005,2005,2,30.0,600.0,0.0,24,2005.0,0,0,144152
6,1524,768,756.0,756,353.0,2,2998,2.0,440.0,2000,2000,2,68.0,403.0,513.0,24,2000.0,0,0,166000
7,1452,713,691.0,739,450.0,2,3735,2.0,506.0,1999,1999,2,35.0,241.0,218.0,24,1999.0,0,0,183900
7,1382,673,673.0,709,641.0,2,2651,2.0,490.0,2000,2000,2,68.0,32.0,0.0,24,2000.0,0,153,165000
7,1080,530,530.0,550,0.0,2,4447,2.0,496.0,2003,2003,2,68.0,530.0,0.0,24,2003.0,0,0,139000
7,1694,854,569.0,840,0.0,2,8314,1.0,434.0,1997,1998,2,114.0,569.0,0.0,24,1997.0,110,0,200000
8,1568,1568,1568.0,0,0.0,2,7180,2.0,564.0,2001,2002,2,60.0,1568.0,0.0,24,2001.0,0,0,221000
8,1494,1494,1494.0,0,437.0,1,9549,2.0,481.0,1995,1996,0,30.0,0.0,0.0,27,1995.0,216,0,270000
6,1208,1208,1208.0,0,767.0,1,11250,2.0,546.0,1977,1977,4,68.0,441.0,0.0,27,1977.0,0,198,165000
8,1235,1235,1235.0,0,1009.0,1,3760,2.0,484.0,1980,1980,4,68.0,44.0,0.0,9,1980.0,0,133,214000
8,1036,1036,1036.0,0,860.0,1,3640,2.0,484.0,1980,1980,2,36.0,176.0,0.0,9,1980.0,0,133,188000
8,1226,1226,1226.0,0,807.0,1,3874,2.0,484.0,1980,1980,2,40.0,419.0,0.0,9,1980.0,0,133,190000
8,1226,1226,1226.0,0,652.0,1,3876,2.0,484.0,1978,1978,2,40.0,48.0,0.0,9,1978.0,0,133,170000
9,1842,1842,1842.0,0,1810.0,0,50271,3.0,894.0,1981,1987,2,68.0,32.0,0.0,27,1981.0,0,857,385000
5,1193,1193,1153.0,0,962.0,2,13110,2.0,501.0,1972,1972,4,79.0,191.0,144.0,17,1972.0,0,140,146500
7,1920,1222,570.0,698,0.0,3,10192,2.0,487.0,1968,1992,2,102.0,570.0,143.0,17,1968.0,0,0,170000
7,2156,2156,1568.0,0,297.0,2,20781,2.0,508.0,1968,2003,4,68.0,1203.0,0.0,17,1968.0,0,0,262500
6,1416,708,708.0,708,404.0,2,11700,2.0,776.0,1968,1968,4,90.0,304.0,420.0,17,1968.0,119,0,179900
6,2654,1512,1054.0,1142,619.0,2,11029,2.0,619.0,1968,1984,2,68.0,435.0,220.0,17,1968.0,222,0,250000
6,1790,1012,732.0,778,247.0,1,10400,2.0,484.0,1972,1972,4,80.0,485.0,288.0,17,1972.0,147,148,165150
7,1334,1334,1334.0,0,553.0,2,10140,2.0,477.0,1967,1967,4,78.0,713.0,264.0,17,1967.0,264,0,164500
7,1164,1164,1164.0,0,0.0,1,9600,2.0,528.0,1969,1969,4,80.0,1164.0,168.0,17,1969.0,0,0,140000
5,980,980,980.0,0,400.0,2,9750,1.0,384.0,1967,1967,4,75.0,100.0,0.0,15,1967.0,0,68,135500
5,1051,1051,1051.0,0,758.0,1,9600,2.0,504.0,1968,1968,4,80.0,293.0,0.0,15,1968.0,0,0,142000
5,1770,884,900.0,886,361.0,1,8640,2.0,530.0,1968,1968,4,72.0,56.0,300.0,15,1968.0,270,0,155000
6,976,976,976.0,0,760.0,1,9360,2.0,504.0,1968,2004,2,78.0,216.0,203.0,15,1968.0,0,94,157500
5,1052,1052,1052.0,0,1016.0,1,8400,1.0,288.0,1968,1968,4,70.0,36.0,168.0,15,1968.0,0,356,138500
5,898,898,833.0,0,744.0,1,8400,1.0,326.0,1968,1968,4,70.0,89.0,0.0,15,1968.0,0,143,140000
5,1051,1051,1051.0,0,799.0,1,9759,1.0,264.0,1966,1966,4,68.0,252.0,0.0,15,1966.0,0,182,124400
5,1141,1141,1141.0,0,602.0,1,9600,1.0,568.0,1967,1967,4,80.0,137.0,140.0,15,1967.0,0,0,158000
5,1200,1200,864.0,0,661.0,1,9230,2.0,884.0,1965,1998,2,71.0,203.0,166.0,15,1977.0,0,0,146000
6,1993,1097,825.0,896,416.0,2,14803,2.0,495.0,1971,1971,4,68.0,409.0,252.0,17,1971.0,0,0,190000
5,1050,1050,1050.0,0,915.0,1,10659,1.0,368.0,1961,1961,4,68.0,135.0,0.0,15,1961.0,0,0,136500
5,864,864,864.0,0,521.0,1,9100,2.0,624.0,1958,1958,4,70.0,169.0,0.0,15,1964.0,0,0,129900
5,1712,1712,1626.0,0,528.0,2,8393,2.0,588.0,1959,2005,4,70.0,1098.0,122.0,15,2005.0,0,272,145000
6,1565,1565,1187.0,0,901.0,2,8800,1.0,299.0,1965,2000,2,80.0,34.0,0.0,15,1965.0,0,200,185900
6,1251,1251,1251.0,0,553.0,1,8800,1.0,461.0,1964,1964,4,80.0,698.0,425.0,15,1964.0,0,0,160000
6,1488,1488,1008.0,0,260.0,1,10368,2.0,430.0,1964,1964,4,68.0,0.0,112.0,15,1964.0,0,154,167000
5,1440,720,720.0,720,360.0,1,9350,2.0,480.0,1964,1964,4,85.0,360.0,0.0,15,1964.0,0,0,157500
6,1095,1095,588.0,0,513.0,1,10382,1.0,264.0,1958,1958,4,75.0,75.0,105.0,15,1958.0,0,0,140000
5,1053,1053,1008.0,0,567.0,1,8973,2.0,750.0,1958,1991,0,69.0,413.0,85.0,15,1998.0,0,0,150000
5,1248,1248,1248.0,0,632.0,1,10800,1.0,286.0,1960,1960,4,80.0,616.0,88.0,15,1960.0,0,0,151500
6,816,816,816.0,0,574.0,1,8550,1.0,240.0,1934,1950,4,60.0,242.0,0.0,15,1949.0,0,228,129800
5,1008,1008,1008.0,0,486.0,1,11425,1.0,275.0,1954,1954,4,68.0,522.0,0.0,15,1954.0,0,0,137000
5,1043,1043,938.0,0,0.0,1,9724,1.0,273.0,1947,1950,4,68.0,938.0,0.0,15,1947.0,0,125,137000
4,1230,774,747.0,456,384.0,1,4712,1.0,305.0,1946,1950,4,51.0,363.0,0.0,3,1946.0,63,0,121600
4,869,869,440.0,0,0.0,1,5900,0.0,0.0,1923,1958,1,51.0,440.0,0.0,3,1979.0,0,0,85500
4,747,747,600.0,0,0.0,1,5825,2.0,528.0,1926,1953,4,52.0,600.0,108.0,3,1953.0,0,0,79900
5,1252,936,504.0,316,0.0,1,7438,2.0,576.0,1908,1991,4,92.0,504.0,0.0,3,1986.0,0,104,127000
5,1433,1433,1251.0,0,915.0,1,9600,2.0,441.0,1961,1990,4,80.0,336.0,0.0,15,1961.0,0,144,161000
5,1624,1624,1444.0,0,40.0,1,10858,1.0,240.0,1952,1952,4,89.0,1404.0,150.0,15,1952.0,0,0,146500
5,1216,1216,1056.0,0,996.0,1,9600,1.0,280.0,1951,1951,4,80.0,60.0,144.0,15,1951.0,0,0,135000
5,2136,2136,2136.0,0,756.0,2,10680,2.0,528.0,1951,1951,4,89.0,1380.0,44.0,15,1951.0,0,0,137900
6,1578,958,806.0,620,403.0,1,9490,1.0,240.0,1941,1950,1,79.0,238.0,0.0,15,1941.0,0,0,133000
5,1728,1024,704.0,704,0.0,1,9462,1.0,234.0,1949,1973,4,79.0,704.0,0.0,15,1949.0,0,245,137000
5,936,936,936.0,0,486.0,1,9888,1.0,240.0,1954,1975,4,82.0,450.0,0.0,15,1954.0,0,0,121000
5,1584,1584,1584.0,0,0.0,2,8917,2.0,506.0,1967,1967,4,68.0,1584.0,0.0,15,1967.0,0,0,119000
6,1246,1246,1246.0,0,939.0,1,12700,2.0,441.0,1964,1964,4,68.0,307.0,0.0,15,1964.0,0,0,172000
5,1235,1235,1235.0,0,600.0,1,8500,2.0,480.0,1961,1961,4,85.0,635.0,203.0,15,1961.0,0,0,98600
7,2157,1216,924.0,941,445.0,2,14200,2.0,487.0,1966,1966,2,88.0,479.0,309.0,15,1966.0,0,105,226000
5,1128,1128,936.0,0,812.0,1,9000,1.0,286.0,1954,1954,4,75.0,124.0,0.0,15,1954.0,0,0,118000
8,3112,1360,1360.0,1360,1036.0,2,25419,2.0,795.0,1918,1990,2,174.0,140.0,0.0,15,1918.0,0,0,235000
6,1008,1008,1008.0,0,0.0,1,9723,2.0,430.0,1963,1963,4,109.0,1008.0,332.0,15,1963.0,0,0,135000
5,1190,1190,1106.0,0,803.0,1,7728,2.0,540.0,1962,1962,4,70.0,303.0,120.0,15,1962.0,0,0,132500
5,1144,1144,1144.0,0,748.0,1,8163,1.0,796.0,1959,1959,4,70.0,102.0,128.0,15,1959.0,0,86,143000
5,1364,1364,1179.0,0,623.0,1,8400,1.0,331.0,1957,1957,4,70.0,556.0,0.0,15,1957.0,0,0,132000
6,1383,1383,1383.0,0,565.0,1,11600,1.0,292.0,1960,1960,4,80.0,818.0,175.0,15,1960.0,0,0,145250
6,1336,1336,1121.0,0,203.0,1,9610,2.0,488.0,1958,1958,4,68.0,918.0,632.0,15,1958.0,0,80,162000
5,1370,1370,1058.0,0,678.0,1,10000,1.0,300.0,1956,1956,4,125.0,99.0,272.0,15,1956.0,120,191,148000
5,1092,1092,1092.0,0,895.0,1,14850,1.0,299.0,1957,1957,4,69.0,197.0,0.0,15,1957.0,122,268,141000
6,1124,1124,1124.0,0,914.0,1,10152,1.0,353.0,1956,1994,4,72.0,210.0,0.0,15,1956.0,142,0,153000
5,1236,1236,1070.0,0,360.0,1,10011,1.0,447.0,1957,1996,2,72.0,710.0,64.0,15,1957.0,0,0,134450
5,943,943,943.0,0,943.0,1,7032,2.0,600.0,1979,1979,4,68.0,0.0,0.0,15,1979.0,0,42,135960
6,1050,1050,1050.0,0,824.0,1,8092,1.0,286.0,1954,2000,2,70.0,226.0,176.0,15,1954.0,0,0,156000
6,1375,1375,1367.0,0,0.0,1,11310,2.0,451.0,1954,1954,4,75.0,1367.0,0.0,15,1954.0,0,0,140000
5,1008,1008,1008.0,0,658.0,1,12778,1.0,280.0,1952,2003,4,66.0,350.0,0.0,15,1952.0,0,0,139500
6,1575,1575,216.0,0,0.0,1,10170,2.0,400.0,1951,1951,2,75.0,216.0,522.0,15,1951.0,0,0,155000
5,1145,1145,301.0,0,271.0,1,7700,2.0,684.0,1956,1956,4,55.0,30.0,0.0,15,1993.0,0,0,127000
5,1005,1005,1005.0,0,488.0,1,11050,1.0,319.0,1956,1956,4,65.0,517.0,0.0,15,1956.0,288,0,133500
5,1056,1056,1056.0,0,144.0,1,13600,1.0,300.0,1955,1955,4,80.0,0.0,0.0,15,1955.0,0,0,125000
5,884,884,884.0,0,741.0,1,15428,1.0,270.0,1951,1991,4,85.0,143.0,0.0,15,1951.0,195,0,142000
7,2039,2039,929.0,0,0.0,1,21299,3.0,791.0,1941,1963,4,118.0,929.0,0.0,15,1941.0,0,0,167000
5,1384,1384,1015.0,0,494.0,1,13300,2.0,896.0,1956,2001,4,70.0,521.0,0.0,15,2001.0,0,75,159000
5,2640,1392,2171.0,1248,1018.0,2,22136,3.0,1008.0,1925,1975,4,94.0,1153.0,0.0,20,1977.0,0,631,180000
6,1312,900,784.0,412,0.0,1,7500,2.0,649.0,1947,1950,4,50.0,784.0,0.0,15,1953.0,0,0,127000
6,1310,865,617.0,445,617.0,2,7000,1.0,398.0,1924,1950,4,50.0,0.0,0.0,20,1924.0,0,0,112000
3,713,713,713.0,0,0.0,1,10410,1.0,371.0,1930,2001,2,60.0,713.0,0.0,20,1936.0,0,0,99800
5,833,833,833.0,0,415.0,1,5400,1.0,326.0,1954,2000,2,90.0,418.0,0.0,20,1955.0,0,0,117000
5,1073,1073,1073.0,0,0.0,1,5400,1.0,326.0,1921,1968,4,60.0,1073.0,0.0,20,1968.0,0,0,108480
3,715,715,715.0,0,0.0,1,10914,2.0,660.0,1929,1950,4,60.0,715.0,0.0,15,1967.0,112,0,68000
4,720,448,448.0,272,0.0,1,7008,1.0,280.0,1900,1998,1,60.0,448.0,0.0,20,1900.0,0,0,86900
5,1130,1130,1120.0,0,821.0,1,10800,2.0,720.0,1920,1950,4,60.0,299.0,0.0,20,1970.0,0,229,120000
6,1595,774,663.0,821,338.0,2,7200,2.0,528.0,1915,1950,4,60.0,325.0,0.0,20,1974.0,0,49,155500
4,1760,981,1077.0,779,0.0,1,10818,2.0,648.0,1910,1950,4,60.0,1077.0,0.0,20,1935.0,0,120,80000
3,1214,694,672.0,520,0.0,1,10410,3.0,936.0,1915,1950,4,60.0,672.0,0.0,20,1998.0,0,216,105000
5,2414,1766,954.0,648,664.0,2,10800,2.0,520.0,1900,1970,4,60.0,290.0,0.0,20,1970.0,0,142,160000
5,1466,1096,796.0,370,626.0,2,10800,2.0,566.0,1936,1989,2,60.0,170.0,0.0,20,1950.0,0,436,170000
6,1324,1324,1088.0,0,643.0,2,8658,2.0,440.0,1965,1965,4,84.0,445.0,101.0,15,1965.0,0,0,160000
5,1086,1086,1024.0,0,516.0,1,13400,2.0,484.0,1966,1966,4,85.0,380.0,1047.0,15,1966.0,0,0,159950
6,1146,1146,1083.0,0,580.0,1,10184,1.0,294.0,1963,1963,4,83.0,503.0,379.0,15,1963.0,0,345,165000
6,1734,1085,912.0,649,600.0,1,9786,2.0,440.0,1962,1981,2,77.0,312.0,0.0,15,1962.0,128,0,159000
6,1207,1207,1135.0,0,701.0,1,9510,1.0,264.0,1962,1985,4,77.0,434.0,161.0,15,1962.0,0,0,147000
5,912,912,912.0,0,312.0,1,7800,1.0,288.0,1964,1964,4,66.0,0.0,0.0,15,1964.0,0,0,115000
6,1194,1194,655.0,0,655.0,1,8910,2.0,539.0,1959,1959,4,79.0,0.0,0.0,15,1954.0,0,0,159500
6,864,864,864.0,0,414.0,1,7332,1.0,288.0,1959,1959,2,60.0,450.0,207.0,15,1959.0,0,168,120000
5,816,816,816.0,0,708.0,1,7100,1.0,308.0,1957,1957,4,73.0,108.0,0.0,15,1957.0,0,0,129900
6,1773,1773,1313.0,0,913.0,2,10800,2.0,418.0,1961,1992,4,80.0,400.0,104.0,15,1961.0,144,355,183000
7,1472,1472,0.0,0,0.0,2,11650,2.0,484.0,1959,1959,2,86.0,0.0,58.0,15,1959.0,227,0,157500
7,2448,1900,1438.0,548,636.0,3,18275,2.0,441.0,1962,1998,4,68.0,802.0,0.0,15,1962.0,0,520,277500
5,1600,1600,1484.0,0,1277.0,1,16321,1.0,319.0,1957,1997,4,47.0,207.0,0.0,15,1957.0,0,288,207500
4,1521,910,910.0,611,455.0,1,12144,1.0,597.0,1950,1950,2,60.0,455.0,0.0,15,1950.0,0,199,147500
4,1192,720,720.0,472,0.0,1,10800,0.0,0.0,1949,1950,4,60.0,720.0,0.0,15,1979.0,0,0,135000
5,1040,1040,0.0,0,0.0,1,7200,2.0,625.0,1950,1950,4,60.0,0.0,0.0,15,1950.0,0,0,109500
4,1040,1040,0.0,0,0.0,1,7200,2.0,420.0,1950,1950,4,60.0,0.0,0.0,15,1950.0,0,0,109900
5,1040,1040,1040.0,0,369.0,1,7560,1.0,286.0,1959,1959,4,70.0,671.0,0.0,15,1959.0,0,140,133700
3,1040,1040,0.0,0,0.0,2,8544,2.0,400.0,1950,1950,4,60.0,0.0,0.0,15,1950.0,0,0,81400
3,1040,1040,0.0,0,0.0,2,8544,2.0,400.0,1949,1950,4,68.0,0.0,340.0,15,1949.0,0,0,87500
3,1040,1040,0.0,0,0.0,2,8544,2.0,400.0,1950,1950,4,60.0,0.0,0.0,15,1949.0,0,0,93500
5,1556,1556,1556.0,0,0.0,2,8512,0.0,0.0,1960,1960,4,75.0,1556.0,0.0,15,1979.0,0,0,119000
5,1150,1150,1150.0,0,179.0,1,7945,1.0,300.0,1959,1959,4,70.0,465.0,0.0,15,1959.0,0,0,141000
5,1150,1150,1150.0,0,781.0,1,7000,1.0,288.0,1961,1961,4,70.0,369.0,0.0,15,1961.0,162,0,146000
6,1348,660,660.0,688,512.0,1,7590,2.0,453.0,1966,1966,4,69.0,148.0,266.0,15,1966.0,0,188,155000
5,999,999,925.0,0,784.0,1,10205,1.0,300.0,1962,1962,4,69.0,141.0,0.0,15,1962.0,0,150,134500
7,1045,1045,1045.0,0,809.0,1,7400,2.0,528.0,1962,1962,4,74.0,236.0,0.0,15,1962.0,0,0,120000
5,864,864,864.0,0,468.0,1,7000,1.0,336.0,1962,1962,4,70.0,396.0,0.0,15,1962.0,0,0,105000
5,1025,1025,1025.0,0,953.0,1,7000,0.0,0.0,1962,1962,4,70.0,72.0,0.0,15,1979.0,0,96,124000
5,2014,1007,716.0,1007,0.0,2,9856,2.0,624.0,1900,2005,4,62.0,716.0,0.0,20,1900.0,0,0,169000
4,1328,810,686.0,518,0.0,1,9906,1.0,210.0,1925,1950,4,57.0,686.0,0.0,20,1940.0,0,0,107000
5,1668,1226,1212.0,442,276.0,1,9600,1.0,240.0,1948,1950,4,60.0,936.0,264.0,20,1948.0,0,0,135000
4,1657,1147,1147.0,510,284.0,1,5520,1.0,162.0,1920,1980,1,60.0,863.0,0.0,20,1920.0,0,0,111500
6,1416,940,780.0,476,381.0,1,9600,2.0,400.0,1900,2004,2,60.0,399.0,0.0,20,1956.0,0,0,156500
7,1641,832,728.0,809,16.0,1,9600,2.0,546.0,1925,1990,0,60.0,712.0,0.0,20,1925.0,0,0,178000
